a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
3773,10/26/14,,,3,4,7,0.57,,45216,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3774,10/26/14,,,14,4,18,0.22,,45217,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3775,10/26/14,,,6,3,9,0.33,,45218,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3776,10/26/14,,,8,1,9,0.11,,45219,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3777,10/26/14,,,7,4,11,0.36,,45220,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3778,10/26/14,,,0,0,0,,,45221,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3779,10/26/14,,,12,4,16,0.25,,45222,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3780,10/26/14,,,7,7,14,0.5,,45223,16870,84050100,Δ.Δ.Μαραθοκάμπου,7,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3781,10/26/14,,,13,4,17,0.24,,45224,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,17,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3782,10/26/14,,,11,2,13,0.15,,45225,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3783,10/26/14,,,16,3,19,0.16,,45226,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,19,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3784,10/26/14,,,8,5,13,0.38,,45227,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3785,10/26/14,,,1,0,1,0,,45228,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3786,10/26/14,,,6,5,11,0.45,,45229,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3787,10/26/14,,,0,0,0,,,45230,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3788,10/26/14,,,0,1,1,1,,45231,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3789,10/26/14,,,0,0,0,,,45232,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3790,10/26/14,,,0,0,0,,,45233,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3791,10/26/14,,,11,5,16,0.31,,45234,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3792,10/21/14,,,3,1,4,0.25,,45235,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3793,10/21/14,,,5,4,9,0.44,,45236,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3794,10/21/14,,,0,0,0,,,45237,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3795,10/21/14,,,5,5,10,0.5,,45238,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3796,10/21/14,,,7,1,8,0.13,,45239,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3797,10/21/14,,,0,0,0,,,45240,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3798,10/21/14,,,4,2,6,0.33,,45241,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3799,10/21/14,,,10,1,11,0.09,,45242,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3800,10/21/14,,,1,1,2,0.5,,45243,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3801,10/21/14,,,9,5,14,0.36,,45244,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3802,10/21/14,,,3,3,6,0.5,,45245,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3803,10/21/14,,,4,5,9,0.56,,45246,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3804,10/21/14,,,12,1,13,0.08,,45247,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3805,10/21/14,,,5,5,10,0.5,,45248,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3806,10/21/14,,,6,4,10,0.4,,45249,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3807,10/21/14,,,8,4,12,0.33,,45250,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3808,10/21/14,,,1,0,1,0,,45251,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3809,10/21/14,,,15,5,20,0.25,,45252,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3810,10/21/14,,,9,9,18,0.5,,45253,16870,84050100,Δ.Δ.Μαραθοκάμπου,9,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3811,10/21/14,,,11,3,14,0.21,,45254,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3812,10/21/14,,,10,4,14,0.29,,45255,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3813,10/21/14,,,14,3,17,0.18,,45256,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,17,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3814,10/21/14,,,10,10,20,0.5,,45257,16870,84050100,Δ.Δ.Μαραθοκάμπου,10,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3815,10/21/14,,,0,0,0,,,45258,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3816,10/21/14,,,7,3,10,0.3,,45259,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3817,10/21/14,,,0,0,0,,,45260,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3818,10/21/14,,,0,0,0,,,45261,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3819,10/21/14,,,1,1,2,0.5,,45262,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3820,10/21/14,,,15,3,18,0.17,,45263,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3821,10/21/14,,,0,0,0,,,45264,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3822,09/16/14,,,5,8,13,0.62,,45265,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3823,09/16/14,,,1,1,2,0.5,,45266,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3824,09/16/14,,,10,10,20,0.5,,45267,16870,84050100,Δ.Δ.Μαραθοκάμπου,10,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3825,09/16/14,,,0,0,0,,,45268,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3826,09/16/14,,,7,7,14,0.5,,45269,16870,84050100,Δ.Δ.Μαραθοκάμπου,7,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3827,09/16/14,,,6,5,11,0.45,,45270,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3828,09/16/14,,,1,5,6,0.83,,45271,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3829,09/16/14,,,2,3,5,0.6,,45272,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3830,09/16/14,,,3,3,6,0.5,,45273,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3831,09/16/14,,,9,14,23,0.61,,45274,16870,84050100,Δ.Δ.Μαραθοκάμπου,9,23,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3832,09/16/14,,,7,6,13,0.46,,45275,16870,84050100,Δ.Δ.Μαραθοκάμπου,6,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3833,09/16/14,,,5,5,10,0.5,,45276,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3834,09/16/14,,,3,1,4,0.25,,45277,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3835,09/16/14,,,2,2,4,0.5,,45278,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3836,09/16/14,,,12,10,22,0.45,,45279,16870,84050100,Δ.Δ.Μαραθοκάμπου,10,22,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3837,09/16/14,,,4,5,9,0.56,,45280,16870,84050100,Δ.Δ.Μαραθοκάμπου,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3838,09/16/14,,,3,3,6,0.5,,45281,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3839,09/16/14,,,5,5,10,0.5,,45282,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3840,09/16/14,,,1,4,5,0.8,,45283,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3841,09/16/14,,,10,3,13,0.23,,45284,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3842,09/16/14,,,9,3,12,0.25,,45285,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3843,09/16/14,,,10,15,25,0.6,,45286,16870,84050100,Δ.Δ.Μαραθοκάμπου,10,25,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3844,09/16/14,,,1,1,2,0.5,,45287,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3845,09/16/14,,,9,2,11,0.18,,45288,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3846,09/16/14,,,0,1,1,1,,45289,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3847,09/16/14,,,1,1,2,0.5,,45290,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3848,09/16/14,,,10,5,15,0.33,,45291,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,15,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3849,09/16/14,,,0,0,0,,,45292,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3850,09/16/14,,,3,3,6,0.5,,45293,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3851,09/16/14,,,0,0,0,,,45294,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3852,09/26/14,,,12,13,25,0.52,,45295,16870,84050100,Δ.Δ.Μαραθοκάμπου,12,25,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3853,09/26/14,,,6,3,9,0.33,,45296,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3854,09/26/14,,,10,25,35,0.71,,45297,16870,84050100,Δ.Δ.Μαραθοκάμπου,10,35,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3855,09/26/14,,,10,5,15,0.33,,45298,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,15,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3856,09/26/14,,,5,6,11,0.55,,45299,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3857,09/26/14,,,1,5,6,0.83,,45300,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3858,09/26/14,,,3,2,5,0.4,,45302,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3859,09/26/14,,,10,6,16,0.38,,45303,16870,84050100,Δ.Δ.Μαραθοκάμπου,6,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3860,09/26/14,,,5,2,7,0.29,,45304,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3861,09/26/14,,,4,3,7,0.43,,45305,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3862,09/26/14,,,11,5,16,0.31,,45306,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3863,09/26/14,,,9,12,21,0.57,,45307,16870,84050100,Δ.Δ.Μαραθοκάμπου,9,21,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3864,09/26/14,,,4,2,6,0.33,,45308,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3865,09/26/14,,,5,5,10,0.5,,45310,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3866,09/26/14,,,2,2,4,0.5,,45311,16870,84050100,Δ.Δ.Μαραθοκάμπου,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3867,09/26/14,,,8,6,14,0.43,,45312,16870,84050100,Δ.Δ.Μαραθοκάμπου,6,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3868,09/26/14,,,10,7,17,0.41,,45313,16870,84050100,Δ.Δ.Μαραθοκάμπου,7,17,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3869,09/26/14,,,10,8,18,0.44,,45314,16870,84050100,Δ.Δ.Μαραθοκάμπου,8,18,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3870,09/26/14,,,1,4,5,0.8,,45315,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3871,09/26/14,,,18,20,38,0.53,,45316,16870,84050100,Δ.Δ.Μαραθοκάμπου,18,38,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3872,08/21/14,,,2,3,5,0.6,,43919,16852,84040600,Δ.Δ.Κοντακαιίκων,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3873,08/21/14,,,7,9,16,0.56,,43920,16852,84040600,Δ.Δ.Κοντακαιίκων,7,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
3874,10/16/14,,,2,4,6,0.67,,43921,16852,84040600,Δ.Δ.Κοντακαιίκων,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
